datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,ncount,workingday_clean,3day_sum,trend,ratio
2011-01-02 21:00:00,1.0,0.0,0.0,1.0,10.66,11.365,44.0,22.0028,11.0,20.0,31.0,0.0013120304729658235,0.0,,,
2011-01-02 22:00:00,1.0,0.0,0.0,1.0,9.84,10.605,44.0,19.9995,0.0,9.0,9.0,0.00038091207279652956,0.0,,,
2011-01-02 23:00:00,1.0,0.0,0.0,1.0,9.02,11.365,47.0,11.0014,0.0,8.0,8.0,0.00033858850915247064,0.0,,,
2011-01-03 00:00:00,1.0,0.0,1.0,1.0,9.02,9.85,44.0,23.9994,0.0,5.0,5.0,0.00021161781822029416,1.0,,,
2011-01-03 01:00:00,1.0,0.0,1.0,1.0,8.2,8.335,44.0,27.9993,0.0,2.0,2.0,8.464712728811766e-05,1.0,,,
2011-01-03 02:00:00,,,,,,,,,,,1.6666666666666667,7.053927274009804e-05,1.0,,,
2011-01-03 03:00:00,,,,,,,,,,,1.3333333333333337,5.6431418192078455e-05,1.0,,,
2011-01-03 04:00:00,1.0,0.0,1.0,1.0,6.56,6.82,47.0,26.0027,0.0,1.0,1.0,4.232356364405883e-05,1.0,,,
2011-01-03 05:00:00,1.0,0.0,1.0,1.0,6.56,6.82,47.0,19.0012,0.0,3.0,3.0,0.0001269706909321765,1.0,,,
2011-01-03 06:00:00,1.0,0.0,1.0,1.0,5.74,5.305,50.0,26.0027,0.0,30.0,30.0,0.0012697069093217648,1.0,,,
2011-01-03 07:00:00,1.0,0.0,1.0,1.0,5.74,6.82,50.0,12.998,1.0,63.0,64.0,0.0027087080732197647,1.0,,,
2011-01-03 08:00:00,1.0,0.0,1.0,1.0,5.74,6.06,50.0,19.0012,1.0,153.0,154.0,0.00651782880118506,1.0,,,
2011-01-03 09:00:00,1.0,0.0,1.0,1.0,6.56,6.82,43.0,26.0027,7.0,81.0,88.0,0.0037244736006771775,1.0,,,
2011-01-03 10:00:00,1.0,0.0,1.0,1.0,7.38,8.335,43.0,16.9979,11.0,33.0,44.0,0.0018622368003385888,1.0,,,
2011-01-03 11:00:00,1.0,0.0,1.0,1.0,8.2,9.09,40.0,22.0028,10.0,41.0,51.0,0.0021585017458469998,1.0,,,
2011-01-03 12:00:00,1.0,0.0,1.0,1.0,9.02,10.605,35.0,19.9995,13.0,48.0,61.0,0.0025817373822875885,1.0,,,
2011-01-03 13:00:00,1.0,0.0,1.0,1.0,9.84,10.605,35.0,19.0012,8.0,53.0,61.0,0.0025817373822875885,1.0,,,
2011-01-03 14:00:00,1.0,0.0,1.0,1.0,10.66,12.12,30.0,19.0012,11.0,66.0,77.0,0.00325891440059253,1.0,,,
2011-01-03 15:00:00,1.0,0.0,1.0,1.0,10.66,12.12,30.0,16.9979,14.0,58.0,72.0,0.003047296582372236,1.0,,,
2011-01-03 16:00:00,1.0,0.0,1.0,1.0,10.66,12.12,30.0,16.9979,9.0,67.0,76.0,0.003216590836948471,1.0,,,
2011-01-03 17:00:00,1.0,0.0,1.0,1.0,9.84,11.365,30.0,15.0013,11.0,146.0,157.0,0.0066447994921172366,1.0,,,
2011-01-03 18:00:00,1.0,0.0,1.0,1.0,9.84,12.88,32.0,7.0015,9.0,148.0,157.0,0.0066447994921172366,1.0,,,
2011-01-03 19:00:00,1.0,0.0,1.0,1.0,8.2,12.88,47.0,0.0,8.0,102.0,110.0,0.004655592000846471,1.0,,,
2011-01-03 20:00:00,1.0,0.0,1.0,1.0,8.2,11.365,47.0,7.0015,3.0,49.0,52.0,0.002200825309491059,1.0,,,
2011-01-03 21:00:00,1.0,0.0,1.0,1.0,7.38,9.85,64.0,8.9981,3.0,49.0,52.0,0.002200825309491059,1.0,,,
2011-01-03 22:00:00,1.0,0.0,1.0,1.0,5.74,7.575,69.0,8.9981,0.0,20.0,20.0,0.0008464712728811766,1.0,,,
2011-01-03 23:00:00,1.0,0.0,1.0,1.0,7.38,10.605,55.0,7.0015,1.0,11.0,12.0,0.000507882763728706,1.0,,,
2011-01-04 00:00:00,1.0,0.0,1.0,1.0,6.56,9.09,55.0,7.0015,0.0,5.0,5.0,0.00021161781822029416,1.0,3140.5,8.164365794759883,-0.42356321106151956
2011-01-04 01:00:00,1.0,0.0,1.0,1.0,6.56,9.09,59.0,7.0015,0.0,2.0,2.0,8.464712728811766e-05,1.0,3129.5,3.5649559327586076,-0.4197965720482436
2011-01-04 02:00:00,1.0,0.0,1.0,1.0,5.74,7.575,63.0,8.9981,0.0,1.0,1.0,4.232356364405883e-05,1.0,3091.5,1.9166500378283147,-0.377288529809209
2011-01-04 03:00:00,,,,,,,,,,,1.5,6.348534546608825e-05,1.0,3060.5,1.1033276607823903,0.17277004092666698
2011-01-04 04:00:00,1.0,0.0,1.0,1.0,5.74,9.09,63.0,6.0032,0.0,2.0,2.0,8.464712728811766e-05,1.0,3049.0,1.2076507185654333,0.30668336182197947
2011-01-04 05:00:00,1.0,0.0,1.0,1.0,4.92,7.575,68.0,7.0015,0.0,4.0,4.0,0.00016929425457623532,1.0,3050.0,5.213361622909252,-0.2172641611882045
2011-01-04 06:00:00,1.0,0.0,1.0,1.0,4.92,7.575,74.0,7.0015,0.0,36.0,36.0,0.0015236482911861178,1.0,3053.0,22.280167224136125,0.46331610663942685
2011-01-04 07:00:00,1.0,0.0,1.0,1.0,4.92,7.575,74.0,8.9981,2.0,92.0,94.0,0.0039784149825415295,1.0,3087.0,63.83974159473556,0.3819581800165225
2011-01-04 08:00:00,1.0,0.0,1.0,1.0,5.74,7.575,69.0,11.0014,2.0,177.0,179.0,0.007575917892286531,1.0,3178.0,112.8331434207057,0.45822312888820194
2011-01-04 09:00:00,1.0,0.0,1.0,1.0,6.56,7.575,64.0,15.0013,2.0,98.0,100.0,0.004232356364405883,1.0,3349.0,61.3529576656999,0.4823094093414937
2011-01-04 10:00:00,1.0,0.0,1.0,2.0,6.56,6.82,69.0,22.0028,5.0,37.0,42.0,0.0017775896730504706,1.0,3435.0,33.49986852363221,0.2202446025727212
2011-01-04 11:00:00,1.0,0.0,1.0,1.0,9.02,10.605,51.0,19.9995,7.0,50.0,57.0,0.002412443127711353,1.0,3441.0,38.87409243273324,0.37471621000806066
2011-01-04 12:00:00,1.0,0.0,1.0,1.0,9.02,11.365,51.0,11.0014,12.0,66.0,78.0,0.003301237964236589,1.0,3442.0,49.87734888365643,0.44003004006672986
2011-01-04 13:00:00,1.0,0.0,1.0,1.0,9.84,11.365,56.0,12.998,18.0,79.0,97.0,0.004105385673473706,1.0,3436.0,49.49766693535117,0.6630403427564552
2011-01-04 14:00:00,1.0,0.0,1.0,1.0,10.66,12.88,52.0,15.0013,9.0,54.0,63.0,0.0026663845095757067,1.0,3439.0,45.22060752051234,0.32545733449526937
2011-01-04 15:00:00,1.0,0.0,1.0,1.0,11.48,13.635,52.0,16.9979,17.0,48.0,65.0,0.002751031636863824,1.0,3396.0,48.75775756269508,0.2824883596693403
2011-01-04 16:00:00,1.0,0.0,1.0,1.0,12.3,14.395,49.0,16.9979,15.0,68.0,83.0,0.0035128557824568828,1.0,3351.0,70.39209459782786,0.1626296555460548
2011-01-04 17:00:00,1.0,0.0,1.0,1.0,11.48,13.635,48.0,15.0013,10.0,202.0,212.0,0.008972595492540472,1.0,3341.0,128.46535446332675,0.497878853464921
2011-01-04 18:00:00,1.0,0.0,1.0,1.0,10.66,12.88,48.0,12.998,3.0,179.0,182.0,0.007702888583218707,1.0,3486.0,124.44261772546623,0.3776377281099162
2011-01-04 19:00:00,1.0,0.0,1.0,1.0,9.84,12.88,48.0,7.0015,2.0,110.0,112.0,0.004740239128134589,1.0,3633.0,90.76886776903724,0.20811470966007609
2011-01-04 20:00:00,1.0,0.0,1.0,1.0,9.84,12.88,48.0,7.0015,1.0,53.0,54.0,0.002285472436779177,1.0,3708.0,65.74229233523648,-0.19350563474747984
2011-01-04 21:00:00,1.0,0.0,1.0,1.0,9.02,13.635,64.0,0.0,0.0,48.0,48.0,0.002031531054914824,1.0,3726.0,49.20359046777245,-0.024266249291789686
2011-01-04 22:00:00,1.0,0.0,1.0,1.0,9.02,12.88,64.0,6.0032,1.0,34.0,35.0,0.001481324727542059,1.0,3740.0,36.941047854096375,-0.05251464438566714
2011-01-04 23:00:00,1.0,0.0,1.0,1.0,8.2,11.365,69.0,6.0032,2.0,9.0,11.0,0.0004655592000846472,1.0,3747.0,23.609691966976897,-0.7182336979570658
2011-01-05 00:00:00,1.0,0.0,1.0,1.0,8.2,12.88,64.0,0.0,0.0,6.0,6.0,0.000253941381864353,1.0,3719.0,9.668293708234996,-0.42136598859103186
2011-01-05 01:00:00,1.0,0.0,1.0,1.0,6.56,9.85,74.0,6.0032,0.0,6.0,6.0,0.000253941381864353,1.0,3708.0,4.223951621239468,0.29265601798940455
2011-01-05 02:00:00,1.0,0.0,1.0,1.0,6.56,9.85,74.0,6.0032,0.0,2.0,2.0,8.464712728811766e-05,1.0,3697.0,2.2920443764681484,-0.09289647414946321
2011-01-05 03:00:00,,,,,,,,,,,2.0,8.464712728811766e-05,1.0,3690.0,1.3302659919251822,0.2526298679816728
2011-01-05 04:00:00,1.0,0.0,1.0,1.0,9.84,11.365,48.0,15.0013,0.0,2.0,2.0,8.464712728811766e-05,1.0,3686.0,1.4599542632444036,0.19846953107374662
2011-01-05 05:00:00,1.0,0.0,1.0,1.0,9.02,11.365,47.0,11.0014,0.0,3.0,3.0,0.0001269706909321765,1.0,3685.0,6.29876641981003,-0.6014109891674525
2011-01-05 06:00:00,1.0,0.0,1.0,1.0,8.2,9.85,47.0,15.0013,0.0,33.0,33.0,0.0013966776002539414,1.0,3685.5,26.89602237292948,0.19787641323103525
2011-01-05 07:00:00,1.0,0.0,1.0,1.0,7.38,9.09,43.0,12.998,1.0,87.0,88.0,0.0037244736006771775,1.0,3716.5,76.8579201933381,0.1337507400394324
2011-01-05 08:00:00,1.0,0.0,1.0,1.0,8.2,9.09,40.0,19.9995,3.0,192.0,195.0,0.008253094910591471,1.0,3803.5,135.0411771556495,0.3651570461177165
2011-01-05 09:00:00,1.0,0.0,1.0,1.0,9.02,9.85,37.0,22.0028,6.0,109.0,115.0,0.004867209819066766,1.0,3990.5,73.1050993027696,0.4481058446704562
2011-01-05 10:00:00,1.0,0.0,1.0,1.0,9.02,9.85,37.0,22.0028,4.0,53.0,57.0,0.002412443127711353,1.0,4085.5,39.84387564870433,0.35068612340030647
2011-01-05 11:00:00,1.0,0.0,1.0,1.0,10.66,11.365,33.0,22.0028,12.0,34.0,46.0,0.0019468839276267059,1.0,4089.5,46.20040715014897,-0.004254916906725051
2011-01-05 12:00:00,1.0,0.0,1.0,1.0,10.66,11.365,33.0,22.0028,5.0,74.0,79.0,0.003343561527880648,1.0,4065.5,58.912365452209535,0.289143715928863
2011-01-05 13:00:00,1.0,0.0,1.0,1.0,11.48,12.88,30.0,19.9995,6.0,65.0,71.0,0.0030049730187281768,1.0,4051.5,58.364318273741354,0.19297277560373263
2011-01-05 14:00:00,1.0,0.0,1.0,1.0,12.3,14.395,28.0,12.998,10.0,52.0,62.0,0.002624060945931648,1.0,4047.5,53.22198573401386,0.15004825934697522
2011-01-05 15:00:00,1.0,0.0,1.0,1.0,12.3,14.395,28.0,12.998,7.0,55.0,62.0,0.002624060945931648,1.0,4050.5,58.154681097672686,0.06297899966193425
2011-01-05 16:00:00,1.0,0.0,1.0,1.0,12.3,15.91,28.0,6.0032,4.0,85.0,89.0,0.003766797164321236,1.0,4038.5,84.83392242116616,0.04739537575891778
2011-01-05 17:00:00,1.0,0.0,1.0,1.0,9.84,11.365,38.0,12.998,4.0,186.0,190.0,0.008041477092371178,1.0,4051.5,155.78490978993366,0.1973985633461589
2011-01-05 18:00:00,1.0,0.0,1.0,1.0,9.84,12.12,38.0,8.9981,3.0,166.0,169.0,0.007152682255845942,1.0,4176.5,149.09196584349104,0.12455022520319849
2011-01-05 19:00:00,1.0,0.0,1.0,1.0,9.84,12.88,38.0,7.0015,5.0,127.0,132.0,0.005586710401015766,1.0,4292.5,107.24617806182009,0.20594106855071387
2011-01-05 20:00:00,1.0,0.0,1.0,1.0,9.02,11.365,47.0,11.0014,7.0,82.0,89.0,0.003766797164321236,1.0,4394.5,77.91383594045219,0.13145309739028016
2011-01-05 21:00:00,1.0,0.0,1.0,1.0,8.2,9.85,51.0,12.998,3.0,40.0,43.0,0.0018199132366945297,1.0,4461.5,58.916215478251964,-0.30875754372081865
2011-01-05 22:00:00,1.0,0.0,1.0,1.0,7.38,9.85,55.0,8.9981,1.0,41.0,42.0,0.0017775896730504706,1.0,4473.5,44.186036784839615,-0.04958800272940864
2011-01-05 23:00:00,1.0,0.0,1.0,1.0,8.2,12.88,47.0,0.0,1.0,18.0,19.0,0.0008041477092371178,1.0,4506.5,28.395270042482355,-0.38510150493883805
2011-01-06 00:00:00,1.0,0.0,1.0,1.0,7.38,12.12,55.0,0.0,0.0,11.0,11.0,0.0004655592000846472,1.0,4517.5,11.744156178260715,-0.06016617778708363
2011-01-06 01:00:00,1.0,0.0,1.0,1.0,6.56,11.365,64.0,0.0,0.0,4.0,4.0,0.00016929425457623532,1.0,4523.5,5.152924800074632,-0.20748963358121592
2011-01-06 02:00:00,1.0,0.0,1.0,1.0,6.56,11.365,64.0,0.0,0.0,2.0,2.0,8.464712728811766e-05,1.0,4525.5,2.8056929471751704,-0.23788580095955505
2011-01-06 03:00:00,,,,,,,,,,,1.5,6.348534546608825e-05,1.0,4525.833333333333,1.6315886635378647,-0.05129698652512308
2011-01-06 04:00:00,1.0,0.0,1.0,2.0,6.56,9.85,64.0,6.0032,0.0,1.0,1.0,4.232356364405883e-05,1.0,4526.0,1.7926622342496394,-0.333848166132592
2011-01-06 05:00:00,1.0,0.0,1.0,2.0,5.74,9.09,69.0,6.0032,0.0,4.0,4.0,0.00016929425457623532,1.0,4526.0,7.736286788618778,-0.5580473343971437
2011-01-06 06:00:00,1.0,0.0,1.0,2.0,5.74,8.335,63.0,7.0015,0.0,36.0,36.0,0.0015236482911861178,1.0,4527.0,33.03711661436759,0.08346631833267794
2011-01-06 07:00:00,1.0,0.0,1.0,2.0,6.56,11.365,59.0,0.0,0.0,95.0,95.0,0.004020738546185589,1.0,4533.0,93.74329402297904,0.013177125493074036
2011-01-06 08:00:00,1.0,0.0,1.0,1.0,6.56,11.365,59.0,0.0,3.0,216.0,219.0,0.009268860438048884,1.0,4564.0,162.0423116966963,0.2996177982695808
2011-01-06 09:00:00,1.0,0.0,1.0,2.0,7.38,12.12,51.0,0.0,6.0,116.0,122.0,0.005163474764575177,1.0,4629.0,84.80228158689901,0.3601387573101598
2011-01-06 10:00:00,1.0,0.0,1.0,1.0,8.2,12.88,47.0,0.0,3.0,42.0,45.0,0.0019045603639826476,1.0,4663.0,45.47594961446782,-0.010293569711555501
2011-01-06 11:00:00,1.0,0.0,1.0,1.0,9.02,12.88,44.0,6.0032,2.0,57.0,59.0,0.002497090254999471,1.0,4664.0,52.690719879763975,0.11110438979846418
2011-01-06 12:00:00,1.0,0.0,1.0,1.0,10.66,14.395,35.0,0.0,6.0,78.0,84.0,0.003555179346100941,1.0,4672.0,67.70103834527683,0.2128869431800618
2011-01-06 13:00:00,1.0,0.0,1.0,1.0,10.66,13.635,35.0,7.0015,12.0,55.0,67.0,0.0028356787641519413,1.0,4695.0,67.63432661858957,-0.009285092429479658
2011-01-06 14:00:00,1.0,0.0,1.0,1.0,11.48,13.635,36.0,11.0014,11.0,59.0,70.0,0.002962649455084118,1.0,4701.0,61.81508460422463,0.12248463170651892
2011-01-06 15:00:00,1.0,0.0,1.0,1.0,11.48,13.635,36.0,0.0,8.0,54.0,62.0,0.002624060945931648,1.0,4694.0,67.39367314466746,-0.08214559607380023
2011-01-06 16:00:00,1.0,0.0,1.0,1.0,10.66,12.88,38.0,11.0014,12.0,74.0,86.0,0.0036398264733890594,1.0,4684.0,98.39348585384234,-0.13317845819086016
2011-01-06 17:00:00,1.0,0.0,1.0,1.0,9.02,11.365,51.0,11.0014,9.0,163.0,172.0,0.007279652946778119,1.0,4694.0,180.48978564826572,-0.047907780203469495
2011-01-06 18:00:00,1.0,0.0,1.0,1.0,9.02,11.365,51.0,8.9981,5.0,158.0,163.0,0.006898740873981589,1.0,4709.0,168.10105762169266,-0.030630082476464402
2011-01-06 19:00:00,1.0,0.0,1.0,1.0,9.02,12.88,55.0,6.0032,3.0,109.0,112.0,0.004740239128134589,1.0,4715.0,117.80215015992586,-0.05007168704169419
2011-01-06 20:00:00,1.0,0.0,1.0,1.0,8.2,10.605,51.0,11.0014,3.0,66.0,69.0,0.0029203258914400594,1.0,4717.0,83.63171330779679,-0.18981381611397818
2011-01-06 21:00:00,1.0,0.0,1.0,2.0,9.02,10.605,55.0,15.0013,0.0,48.0,48.0,0.002031531054914824,1.0,4734.0,62.51470672958529,-0.2594511830131203
2011-01-06 22:00:00,1.0,0.0,1.0,2.0,9.02,10.605,51.0,19.0012,1.0,51.0,52.0,0.002200825309491059,1.0,4730.0,46.71956052135719,0.10495052589211558
2011-01-06 23:00:00,1.0,0.0,1.0,2.0,8.2,9.85,59.0,12.998,4.0,19.0,23.0,0.0009734419638133529,1.0,4762.0,30.005164971108616,-0.2560999722302134
2011-01-07 00:00:00,1.0,0.0,1.0,2.0,8.2,9.85,64.0,12.998,4.0,13.0,17.0,0.0007195005819490001,1.0,4773.0,12.40838017461835,0.2944918602461857
2011-01-07 01:00:00,1.0,0.0,1.0,2.0,8.2,9.85,69.0,15.0013,2.0,5.0,7.0,0.0002962649455084118,1.0,4785.0,5.4508113558875015,0.2152356271727906
2011-01-07 02:00:00,1.0,0.0,1.0,2.0,8.2,9.85,69.0,15.0013,0.0,1.0,1.0,4.232356364405883e-05,1.0,4790.0,2.9696761058378223,-0.6855373253796023
2011-01-07 03:00:00,,,,,,,,,,,1.0,4.232356364405883e-05,1.0,4790.0,1.7268222496806567,-0.3099897395438351
2011-01-07 04:00:00,1.0,0.0,1.0,2.0,8.2,10.605,69.0,8.9981,0.0,1.0,1.0,4.232356364405883e-05,1.0,4789.5,1.8970295561066388,-0.3705387404902537
2011-01-07 05:00:00,1.0,0.0,1.0,3.0,9.02,13.635,55.0,0.0,0.0,5.0,5.0,0.00021161781822029416,1.0,4788.5,8.184977747967526,-0.425809826786946
2011-01-07 06:00:00,1.0,0.0,1.0,2.0,8.2,12.88,69.0,0.0,8.0,26.0,34.0,0.0014390011638980005,1.0,4789.5,34.9527877235506,-0.02685856413716691
2011-01-07 07:00:00,1.0,0.0,1.0,1.0,8.2,10.605,69.0,8.9981,8.0,76.0,84.0,0.003555179346100941,1.0,4787.5,99.0064019711035,-0.1625829471596357
2011-01-07 08:00:00,1.0,0.0,1.0,1.0,8.2,9.85,51.0,16.9979,20.0,190.0,210.0,0.008887948365252354,1.0,4777.5,169.62251186042212,0.21240455014618853
2011-01-07 09:00:00,1.0,0.0,1.0,1.0,8.2,9.09,47.0,19.9995,9.0,125.0,134.0,0.0056713575283038825,1.0,4808.5,88.09068287116092,0.4156200187766611
2011-01-07 10:00:00,1.0,0.0,1.0,1.0,9.02,9.85,37.0,22.0028,16.0,47.0,63.0,0.0026663845095757067,1.0,4842.5,47.226524985644524,0.28297390276314593
2011-01-07 11:00:00,1.0,0.0,1.0,2.0,8.2,9.85,40.0,15.0013,19.0,48.0,67.0,0.0028356787641519413,1.0,4863.5,54.94453604957807,0.19514693292465715
2011-01-07 12:00:00,1.0,0.0,1.0,2.0,8.2,9.85,37.0,16.9979,9.0,50.0,59.0,0.002497090254999471,1.0,4873.5,70.6209354400057,-0.17704286341907097
2011-01-07 13:00:00,1.0,0.0,1.0,2.0,8.2,9.09,37.0,19.0012,9.0,64.0,73.0,0.0030896201460162945,1.0,4854.5,69.93202099466306,0.04234312559102439
2011-01-07 14:00:00,1.0,0.0,1.0,2.0,8.2,9.85,40.0,16.9979,7.0,43.0,50.0,0.0021161781822029413,1.0,4830.5,63.51792516075454,-0.23511746193678038
2011-01-07 15:00:00,1.0,0.0,1.0,2.0,8.2,10.605,37.0,11.0014,9.0,63.0,72.0,0.003047296582372236,1.0,4817.5,69.16681303247455,0.0395839907227313
2011-01-07 16:00:00,1.0,0.0,1.0,2.0,8.2,10.605,37.0,11.0014,5.0,82.0,87.0,0.0036821500370331187,1.0,4824.5,101.3448703035573,-0.15101137720901345
2011-01-07 17:00:00,1.0,0.0,1.0,2.0,8.2,12.88,37.0,0.0,9.0,178.0,187.0,0.007914506401439002,1.0,4828.5,185.66146783183876,0.007145319057571238
2011-01-07 18:00:00,1.0,0.0,1.0,1.0,8.2,11.365,40.0,6.0032,7.0,116.0,123.0,0.005205798328219236,1.0,4803.5,171.47450207810587,-0.3299678459008398
2011-01-07 19:00:00,1.0,0.0,1.0,1.0,6.56,9.85,55.0,6.0032,3.0,92.0,95.0,0.004020738546185589,1.0,4744.5,118.5391943655924,-0.21929611245092212
