datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,ncount,workingday_clean
2011-01-04 06:00:00,1.0,0.0,1.0,1.0,4.92,7.575,74.0,7.0015,0.0,36.0,36.0,0.0015236482911861178,1.0
2011-01-04 07:00:00,1.0,0.0,1.0,1.0,4.92,7.575,74.0,8.9981,2.0,92.0,94.0,0.00397841498254153,1.0
2011-01-04 08:00:00,1.0,0.0,1.0,1.0,5.74,7.575,69.0,11.0014,2.0,177.0,179.0,0.007575917892286531,1.0
2011-01-04 09:00:00,1.0,0.0,1.0,1.0,6.56,7.575,64.0,15.0013,2.0,98.0,100.0,0.004232356364405883,1.0
2011-01-04 10:00:00,1.0,0.0,1.0,2.0,6.56,6.82,69.0,22.0028,5.0,37.0,42.0,0.0017775896730504708,1.0
2011-01-04 11:00:00,1.0,0.0,1.0,1.0,9.02,10.605,51.0,19.9995,7.0,50.0,57.0,0.0024124431277113534,1.0
2011-01-04 12:00:00,1.0,0.0,1.0,1.0,9.02,11.365,51.0,11.0014,12.0,66.0,78.0,0.003301237964236589,1.0
2011-01-04 13:00:00,1.0,0.0,1.0,1.0,9.84,11.365,56.0,12.998,18.0,79.0,97.0,0.004105385673473706,1.0
2011-01-04 14:00:00,1.0,0.0,1.0,1.0,10.66,12.88,52.0,15.0013,9.0,54.0,63.0,0.0026663845095757062,1.0
2011-01-04 15:00:00,1.0,0.0,1.0,1.0,11.48,13.635,52.0,16.9979,17.0,48.0,65.0,0.002751031636863824,1.0
2011-01-04 16:00:00,1.0,0.0,1.0,1.0,12.3,14.395,49.0,16.9979,15.0,68.0,83.0,0.0035128557824568828,1.0
2011-01-04 17:00:00,1.0,0.0,1.0,1.0,11.48,13.635,48.0,15.0013,10.0,202.0,212.0,0.008972595492540472,1.0
2011-01-04 18:00:00,1.0,0.0,1.0,1.0,10.66,12.88,48.0,12.998,3.0,179.0,182.0,0.007702888583218707,1.0
2011-01-04 19:00:00,1.0,0.0,1.0,1.0,9.84,12.88,48.0,7.0015,2.0,110.0,112.0,0.004740239128134589,1.0
2011-01-04 20:00:00,1.0,0.0,1.0,1.0,9.84,12.88,48.0,7.0015,1.0,53.0,54.0,0.002285472436779177,1.0
2011-01-04 21:00:00,1.0,0.0,1.0,1.0,9.02,13.635,64.0,0.0,0.0,48.0,48.0,0.002031531054914824,1.0
2011-01-04 22:00:00,1.0,0.0,1.0,1.0,9.02,12.88,64.0,6.0032,1.0,34.0,35.0,0.001481324727542059,1.0
2011-01-04 23:00:00,1.0,0.0,1.0,1.0,8.2,11.365,69.0,6.0032,2.0,9.0,11.0,0.00046555920008464714,1.0
2011-01-05 00:00:00,1.0,0.0,1.0,1.0,8.2,12.88,64.0,0.0,0.0,6.0,6.0,0.000253941381864353,1.0
2011-01-05 01:00:00,1.0,0.0,1.0,1.0,6.56,9.85,74.0,6.0032,0.0,6.0,6.0,0.000253941381864353,1.0
2011-01-05 02:00:00,1.0,0.0,1.0,1.0,6.56,9.85,74.0,6.0032,0.0,2.0,2.0,8.464712728811766e-05,1.0
2011-01-05 03:00:00,,,,,,,,,,,2.0,8.464712728811766e-05,1.0
2011-01-05 04:00:00,1.0,0.0,1.0,1.0,9.84,11.365,48.0,15.0013,0.0,2.0,2.0,8.464712728811766e-05,1.0
2011-01-05 05:00:00,1.0,0.0,1.0,1.0,9.02,11.365,47.0,11.0014,0.0,3.0,3.0,0.0001269706909321765,1.0
2011-01-05 06:00:00,1.0,0.0,1.0,1.0,8.2,9.85,47.0,15.0013,0.0,33.0,33.0,0.0013966776002539414,1.0
2011-01-05 07:00:00,1.0,0.0,1.0,1.0,7.38,9.09,43.0,12.998,1.0,87.0,88.0,0.003724473600677177,1.0
2011-01-05 08:00:00,1.0,0.0,1.0,1.0,8.2,9.09,40.0,19.9995,3.0,192.0,195.0,0.008253094910591471,1.0
2011-01-05 09:00:00,1.0,0.0,1.0,1.0,9.02,9.85,37.0,22.0028,6.0,109.0,115.0,0.004867209819066766,1.0
2011-01-05 10:00:00,1.0,0.0,1.0,1.0,9.02,9.85,37.0,22.0028,4.0,53.0,57.0,0.0024124431277113534,1.0
2011-01-05 11:00:00,1.0,0.0,1.0,1.0,10.66,11.365,33.0,22.0028,12.0,34.0,46.0,0.001946883927626706,1.0
2011-01-05 12:00:00,1.0,0.0,1.0,1.0,10.66,11.365,33.0,22.0028,5.0,74.0,79.0,0.0033435615278806477,1.0
2011-01-05 13:00:00,1.0,0.0,1.0,1.0,11.48,12.88,30.0,19.9995,6.0,65.0,71.0,0.0030049730187281768,1.0
2011-01-05 14:00:00,1.0,0.0,1.0,1.0,12.3,14.395,28.0,12.998,10.0,52.0,62.0,0.0026240609459316474,1.0
2011-01-05 15:00:00,1.0,0.0,1.0,1.0,12.3,14.395,28.0,12.998,7.0,55.0,62.0,0.0026240609459316474,1.0
2011-01-05 16:00:00,1.0,0.0,1.0,1.0,12.3,15.91,28.0,6.0032,4.0,85.0,89.0,0.003766797164321236,1.0
2011-01-05 17:00:00,1.0,0.0,1.0,1.0,9.84,11.365,38.0,12.998,4.0,186.0,190.0,0.008041477092371178,1.0
2011-01-05 18:00:00,1.0,0.0,1.0,1.0,9.84,12.12,38.0,8.9981,3.0,166.0,169.0,0.007152682255845942,1.0
2011-01-05 19:00:00,1.0,0.0,1.0,1.0,9.84,12.88,38.0,7.0015,5.0,127.0,132.0,0.005586710401015766,1.0
2011-01-05 20:00:00,1.0,0.0,1.0,1.0,9.02,11.365,47.0,11.0014,7.0,82.0,89.0,0.003766797164321236,1.0
2011-01-05 21:00:00,1.0,0.0,1.0,1.0,8.2,9.85,51.0,12.998,3.0,40.0,43.0,0.0018199132366945297,1.0
2011-01-05 22:00:00,1.0,0.0,1.0,1.0,7.38,9.85,55.0,8.9981,1.0,41.0,42.0,0.0017775896730504708,1.0
2011-01-05 23:00:00,1.0,0.0,1.0,1.0,8.2,12.88,47.0,0.0,1.0,18.0,19.0,0.0008041477092371178,1.0
2011-01-06 00:00:00,1.0,0.0,1.0,1.0,7.38,12.12,55.0,0.0,0.0,11.0,11.0,0.00046555920008464714,1.0
2011-01-06 01:00:00,1.0,0.0,1.0,1.0,6.56,11.365,64.0,0.0,0.0,4.0,4.0,0.00016929425457623532,1.0
2011-01-06 02:00:00,1.0,0.0,1.0,1.0,6.56,11.365,64.0,0.0,0.0,2.0,2.0,8.464712728811766e-05,1.0
2011-01-06 03:00:00,,,,,,,,,,,1.5,6.348534546608825e-05,1.0
2011-01-06 04:00:00,1.0,0.0,1.0,2.0,6.56,9.85,64.0,6.0032,0.0,1.0,1.0,4.232356364405883e-05,1.0
2011-01-06 05:00:00,1.0,0.0,1.0,2.0,5.74,9.09,69.0,6.0032,0.0,4.0,4.0,0.00016929425457623532,1.0
2011-01-06 06:00:00,1.0,0.0,1.0,2.0,5.74,8.335,63.0,7.0015,0.0,36.0,36.0,0.0015236482911861178,1.0
2011-01-06 07:00:00,1.0,0.0,1.0,2.0,6.56,11.365,59.0,0.0,0.0,95.0,95.0,0.004020738546185589,1.0
2011-01-06 08:00:00,1.0,0.0,1.0,1.0,6.56,11.365,59.0,0.0,3.0,216.0,219.0,0.009268860438048884,1.0
2011-01-06 09:00:00,1.0,0.0,1.0,2.0,7.38,12.12,51.0,0.0,6.0,116.0,122.0,0.005163474764575177,1.0
2011-01-06 10:00:00,1.0,0.0,1.0,1.0,8.2,12.88,47.0,0.0,3.0,42.0,45.0,0.0019045603639826474,1.0
2011-01-06 11:00:00,1.0,0.0,1.0,1.0,9.02,12.88,44.0,6.0032,2.0,57.0,59.0,0.0024970902549994707,1.0
2011-01-06 12:00:00,1.0,0.0,1.0,1.0,10.66,14.395,35.0,0.0,6.0,78.0,84.0,0.0035551793461009416,1.0
2011-01-06 13:00:00,1.0,0.0,1.0,1.0,10.66,13.635,35.0,7.0015,12.0,55.0,67.0,0.0028356787641519417,1.0
2011-01-06 14:00:00,1.0,0.0,1.0,1.0,11.48,13.635,36.0,11.0014,11.0,59.0,70.0,0.002962649455084118,1.0
2011-01-06 15:00:00,1.0,0.0,1.0,1.0,11.48,13.635,36.0,0.0,8.0,54.0,62.0,0.0026240609459316474,1.0
2011-01-06 16:00:00,1.0,0.0,1.0,1.0,10.66,12.88,38.0,11.0014,12.0,74.0,86.0,0.0036398264733890594,1.0
2011-01-06 17:00:00,1.0,0.0,1.0,1.0,9.02,11.365,51.0,11.0014,9.0,163.0,172.0,0.007279652946778119,1.0
2011-01-06 18:00:00,1.0,0.0,1.0,1.0,9.02,11.365,51.0,8.9981,5.0,158.0,163.0,0.006898740873981589,1.0
2011-01-06 19:00:00,1.0,0.0,1.0,1.0,9.02,12.88,55.0,6.0032,3.0,109.0,112.0,0.004740239128134589,1.0
2011-01-06 20:00:00,1.0,0.0,1.0,1.0,8.2,10.605,51.0,11.0014,3.0,66.0,69.0,0.0029203258914400594,1.0
2011-01-06 21:00:00,1.0,0.0,1.0,2.0,9.02,10.605,55.0,15.0013,0.0,48.0,48.0,0.002031531054914824,1.0
2011-01-06 22:00:00,1.0,0.0,1.0,2.0,9.02,10.605,51.0,19.0012,1.0,51.0,52.0,0.002200825309491059,1.0
2011-01-06 23:00:00,1.0,0.0,1.0,2.0,8.2,9.85,59.0,12.998,4.0,19.0,23.0,0.000973441963813353,1.0
2011-01-07 00:00:00,1.0,0.0,1.0,2.0,8.2,9.85,64.0,12.998,4.0,13.0,17.0,0.0007195005819490001,1.0
2011-01-07 01:00:00,1.0,0.0,1.0,2.0,8.2,9.85,69.0,15.0013,2.0,5.0,7.0,0.0002962649455084118,1.0
2011-01-07 02:00:00,1.0,0.0,1.0,2.0,8.2,9.85,69.0,15.0013,0.0,1.0,1.0,4.232356364405883e-05,1.0
2011-01-07 03:00:00,,,,,,,,,,,1.0,4.232356364405883e-05,1.0
2011-01-07 04:00:00,1.0,0.0,1.0,2.0,8.2,10.605,69.0,8.9981,0.0,1.0,1.0,4.232356364405883e-05,1.0
2011-01-07 05:00:00,1.0,0.0,1.0,3.0,9.02,13.635,55.0,0.0,0.0,5.0,5.0,0.00021161781822029416,1.0
2011-01-07 06:00:00,1.0,0.0,1.0,2.0,8.2,12.88,69.0,0.0,8.0,26.0,34.0,0.0014390011638980003,1.0
2011-01-07 07:00:00,1.0,0.0,1.0,1.0,8.2,10.605,69.0,8.9981,8.0,76.0,84.0,0.0035551793461009416,1.0
2011-01-07 08:00:00,1.0,0.0,1.0,1.0,8.2,9.85,51.0,16.9979,20.0,190.0,210.0,0.008887948365252354,1.0
2011-01-07 09:00:00,1.0,0.0,1.0,1.0,8.2,9.09,47.0,19.9995,9.0,125.0,134.0,0.005671357528303883,1.0
2011-01-07 10:00:00,1.0,0.0,1.0,1.0,9.02,9.85,37.0,22.0028,16.0,47.0,63.0,0.0026663845095757062,1.0
2011-01-07 11:00:00,1.0,0.0,1.0,2.0,8.2,9.85,40.0,15.0013,19.0,48.0,67.0,0.0028356787641519417,1.0
2011-01-07 12:00:00,1.0,0.0,1.0,2.0,8.2,9.85,37.0,16.9979,9.0,50.0,59.0,0.0024970902549994707,1.0
2011-01-07 13:00:00,1.0,0.0,1.0,2.0,8.2,9.09,37.0,19.0012,9.0,64.0,73.0,0.0030896201460162945,1.0
2011-01-07 14:00:00,1.0,0.0,1.0,2.0,8.2,9.85,40.0,16.9979,7.0,43.0,50.0,0.0021161781822029413,1.0
2011-01-07 15:00:00,1.0,0.0,1.0,2.0,8.2,10.605,37.0,11.0014,9.0,63.0,72.0,0.0030472965823722356,1.0
2011-01-07 16:00:00,1.0,0.0,1.0,2.0,8.2,10.605,37.0,11.0014,5.0,82.0,87.0,0.0036821500370331182,1.0
2011-01-07 17:00:00,1.0,0.0,1.0,2.0,8.2,12.88,37.0,0.0,9.0,178.0,187.0,0.007914506401439002,1.0
2011-01-07 18:00:00,1.0,0.0,1.0,1.0,8.2,11.365,40.0,6.0032,7.0,116.0,123.0,0.005205798328219236,1.0
2011-01-07 19:00:00,1.0,0.0,1.0,1.0,6.56,9.85,55.0,6.0032,3.0,92.0,95.0,0.004020738546185589,1.0
2011-01-07 20:00:00,1.0,0.0,1.0,1.0,7.38,10.605,47.0,7.0015,1.0,50.0,51.0,0.002158501745847,1.0
2011-01-07 21:00:00,1.0,0.0,1.0,1.0,7.38,9.85,47.0,8.9981,0.0,39.0,39.0,0.0016506189821182944,1.0
2011-01-07 22:00:00,1.0,0.0,1.0,2.0,7.38,9.85,43.0,11.0014,2.0,34.0,36.0,0.0015236482911861178,1.0
2011-01-07 23:00:00,1.0,0.0,1.0,2.0,7.38,9.85,51.0,11.0014,1.0,14.0,15.0,0.0006348534546608824,1.0
2011-01-08 00:00:00,1.0,0.0,0.0,2.0,7.38,9.85,51.0,11.0014,1.0,24.0,25.0,0.0010580890911014707,0.0
2011-01-08 01:00:00,1.0,0.0,0.0,2.0,7.38,10.605,55.0,6.0032,1.0,15.0,16.0,0.0006771770183049413,0.0
2011-01-08 02:00:00,1.0,0.0,0.0,2.0,7.38,12.12,55.0,0.0,3.0,13.0,16.0,0.0006771770183049413,0.0
2011-01-08 03:00:00,1.0,0.0,0.0,3.0,7.38,9.85,55.0,11.0014,0.0,7.0,7.0,0.0002962649455084118,0.0
2011-01-08 04:00:00,1.0,0.0,0.0,3.0,7.38,9.85,55.0,11.0014,0.0,1.0,1.0,4.232356364405883e-05,0.0
2011-01-08 05:00:00,1.0,0.0,0.0,2.0,6.56,8.335,74.0,11.0014,0.0,5.0,5.0,0.00021161781822029416,0.0
2011-01-08 06:00:00,1.0,0.0,0.0,2.0,6.56,8.335,74.0,11.0014,0.0,2.0,2.0,8.464712728811766e-05,0.0
2011-01-08 07:00:00,1.0,0.0,0.0,2.0,6.56,9.09,74.0,7.0015,1.0,8.0,9.0,0.00038091207279652945,0.0
2011-01-08 08:00:00,1.0,0.0,0.0,3.0,6.56,9.09,93.0,7.0015,0.0,15.0,15.0,0.0006348534546608824,0.0
2011-01-08 09:00:00,1.0,0.0,0.0,3.0,6.56,9.09,93.0,7.0015,0.0,20.0,20.0,0.0008464712728811766,0.0
2011-01-08 10:00:00,1.0,0.0,0.0,2.0,7.38,9.85,80.0,11.0014,5.0,56.0,61.0,0.0025817373822875885,0.0
2011-01-08 11:00:00,1.0,0.0,0.0,2.0,8.2,9.09,69.0,26.0027,2.0,60.0,62.0,0.0026240609459316474,0.0
2011-01-08 12:00:00,1.0,0.0,0.0,2.0,8.2,9.09,59.0,23.9994,8.0,90.0,98.0,0.004147709237117765,0.0
2011-01-08 13:00:00,1.0,0.0,0.0,1.0,8.2,9.09,44.0,22.0028,7.0,95.0,102.0,0.004317003491694,0.0
2011-01-08 14:00:00,1.0,0.0,0.0,1.0,8.2,8.335,32.0,32.9975,12.0,83.0,95.0,0.004020738546185589,0.0
2011-01-08 15:00:00,1.0,0.0,0.0,1.0,8.2,8.335,32.0,30.0026,5.0,69.0,74.0,0.0031319437096603534,0.0
2011-01-08 16:00:00,1.0,0.0,0.0,1.0,7.38,6.82,29.0,30.0026,8.0,68.0,76.0,0.003216590836948471,0.0
2011-01-08 17:00:00,1.0,0.0,0.0,1.0,6.56,6.06,37.0,36.9974,5.0,64.0,69.0,0.0029203258914400594,0.0
2011-01-08 18:00:00,1.0,0.0,0.0,1.0,5.74,6.06,39.0,19.9995,3.0,52.0,55.0,0.0023277960004232357,0.0
2011-01-08 19:00:00,1.0,0.0,0.0,1.0,5.74,6.06,36.0,16.9979,4.0,26.0,30.0,0.0012697069093217648,0.0
2011-01-08 20:00:00,1.0,0.0,0.0,1.0,4.92,6.06,36.0,16.9979,0.0,28.0,28.0,0.0011850597820336473,0.0
2011-01-08 21:00:00,1.0,0.0,0.0,1.0,4.92,5.305,39.0,23.9994,2.0,35.0,37.0,0.0015659718548301767,0.0
2011-01-08 22:00:00,1.0,0.0,0.0,1.0,4.92,5.305,36.0,26.0027,1.0,33.0,34.0,0.0014390011638980003,0.0
2011-01-08 23:00:00,1.0,0.0,0.0,1.0,4.1,3.03,39.0,30.0026,0.0,22.0,22.0,0.0009311184001692943,0.0
2011-01-09 00:00:00,1.0,0.0,0.0,1.0,4.1,3.79,42.0,26.0027,1.0,24.0,25.0,0.0010580890911014707,0.0
2011-01-09 01:00:00,1.0,0.0,0.0,1.0,4.1,3.03,42.0,31.0009,0.0,12.0,12.0,0.000507882763728706,0.0
2011-01-09 02:00:00,1.0,0.0,0.0,1.0,4.1,3.03,46.0,31.0009,0.0,11.0,11.0,0.00046555920008464714,0.0
2011-01-09 03:00:00,1.0,0.0,0.0,1.0,4.1,3.79,46.0,27.9993,0.0,4.0,4.0,0.00016929425457623532,0.0
2011-01-09 04:00:00,1.0,0.0,0.0,1.0,3.28,4.545,53.0,12.998,0.0,1.0,1.0,4.232356364405883e-05,0.0
