datetime,atemp,casual,count,data_set,holiday,humidity,registered,season,temp,weather,windspeed,workingday,workingday_clean,count_gp,log_count,log_count_gp
2011-01-02 23:00:00,11.365,0.0,8.0,0,0.0,47.0,8.0,1.0,9.02,1.0,11.0014,0.0,0.0,25.336694310767705,2.1972245773362196,3.270963187709104
2011-01-03 00:00:00,9.85,0.0,5.0,0,0.0,44.0,5.0,1.0,9.02,1.0,23.9994,1.0,1.0,9.91142346133408,1.791759469228055,2.3898102644169743
2011-01-03 01:00:00,8.335,0.0,2.0,0,0.0,44.0,2.0,1.0,8.2,1.0,27.9993,1.0,1.0,4.349669364667023,1.0986122886681098,1.6770347580013367
2011-01-03 02:00:00,,,1.6666666666666667,0,,,,,,,,,1.0,2.3522259904377063,0.9808292530117263,1.2096245999288935
2011-01-03 03:00:00,,,1.3333333333333337,0,,,,,,,,,1.0,1.3724161742859289,0.8472978603872039,0.8639089186484241
2011-01-03 04:00:00,6.82,0.0,1.0,0,0.0,47.0,1.0,1.0,6.56,1.0,26.0027,1.0,1.0,1.5045110225626521,0.6931471805599453,0.9180935149089249
2011-01-03 05:00:00,6.82,0.0,3.0,0,0.0,47.0,3.0,1.0,6.56,1.0,19.0012,1.0,1.0,6.504227810895884,1.3862943611198906,2.015466569837978
2011-01-03 06:00:00,5.305,0.0,30.0,0,0.0,50.0,30.0,1.0,5.74,1.0,26.0027,1.0,1.0,27.807958064248407,3.4339872044851463,3.3606516706473895
2011-01-03 07:00:00,6.82,1.0,64.0,0,0.0,50.0,63.0,1.0,5.74,1.0,12.998,1.0,1.0,78.77237268066466,4.174387269895637,4.379177237503066
2011-01-03 08:00:00,6.06,1.0,154.0,0,0.0,50.0,153.0,1.0,5.74,1.0,19.0012,1.0,1.0,135.447198709086,5.043425116919247,4.915937717145778
2011-01-03 09:00:00,6.82,7.0,88.0,0,0.0,43.0,81.0,1.0,6.56,1.0,26.0027,1.0,1.0,69.95685753904714,4.48863636973214,4.262072052058021
2011-01-03 10:00:00,8.335,11.0,44.0,0,0.0,43.0,33.0,1.0,7.38,1.0,16.9979,1.0,1.0,37.21361578441448,3.8066624897703196,3.643191886251945
2011-01-03 11:00:00,9.09,10.0,51.0,0,0.0,40.0,41.0,1.0,8.2,1.0,22.0028,1.0,1.0,43.08823722008697,3.9512437185814275,3.786193017170863
2011-01-03 12:00:00,10.605,13.0,61.0,0,0.0,35.0,48.0,1.0,9.02,1.0,19.9995,1.0,1.0,55.28099778346698,4.127134385045092,4.0303569610063565
2011-01-03 13:00:00,10.605,8.0,61.0,0,0.0,35.0,53.0,1.0,9.84,1.0,19.0012,1.0,1.0,54.93777830428193,4.127134385045092,4.024239971294777
2011-01-03 14:00:00,12.12,11.0,77.0,0,0.0,30.0,66.0,1.0,10.66,1.0,19.0012,1.0,1.0,50.17840930957144,4.356708826689592,3.93531774993546
2011-01-03 15:00:00,12.12,14.0,72.0,0,0.0,30.0,58.0,1.0,10.66,1.0,16.9979,1.0,1.0,54.73105347735035,4.290459441148391,4.020537504638926
2011-01-03 16:00:00,12.12,9.0,76.0,0,0.0,30.0,67.0,1.0,10.66,1.0,16.9979,1.0,1.0,80.06671427935285,4.343805421853684,4.395272448751273
2011-01-03 17:00:00,11.365,11.0,157.0,0,0.0,30.0,146.0,1.0,9.84,1.0,15.0013,1.0,1.0,146.5708663292149,5.062595033026967,4.99430851009047
2011-01-03 18:00:00,12.88,9.0,157.0,0,0.0,32.0,148.0,1.0,9.84,1.0,7.0015,1.0,1.0,136.01420654581966,5.062595033026967,4.920084617866662
2011-01-03 19:00:00,12.88,8.0,110.0,0,0.0,47.0,102.0,1.0,8.2,1.0,0.0,1.0,1.0,95.11164533631265,4.709530201312334,4.5655104879927135
2011-01-03 20:00:00,11.365,3.0,52.0,0,0.0,47.0,49.0,1.0,8.2,1.0,7.0015,1.0,1.0,67.56819764137083,3.970291913552122,4.227828836006539
2011-01-03 21:00:00,9.85,3.0,52.0,0,0.0,64.0,49.0,1.0,7.38,1.0,8.9981,1.0,1.0,50.33943170662069,3.970291913552122,3.9384591061690437
2011-01-03 22:00:00,7.575,0.0,20.0,0,0.0,69.0,20.0,1.0,5.74,1.0,8.9981,1.0,1.0,37.599902470406235,3.044522437723423,3.6532497497941794
2011-01-03 23:00:00,10.605,1.0,12.0,0,0.0,55.0,11.0,1.0,7.38,1.0,7.0015,1.0,1.0,23.992806406736026,2.5649493574615367,3.2185880397314715
2011-01-04 00:00:00,9.09,0.0,5.0,0,0.0,55.0,5.0,1.0,6.56,1.0,7.0015,1.0,1.0,9.927602336731104,1.791759469228055,2.3912919127749537
2011-01-04 01:00:00,9.09,0.0,2.0,0,0.0,59.0,2.0,1.0,6.56,1.0,7.0015,1.0,1.0,4.356769531352841,1.0986122886681098,1.6783610940119635
2011-01-04 02:00:00,7.575,0.0,1.0,0,0.0,63.0,1.0,1.0,5.74,1.0,8.9981,1.0,1.0,2.3560656378257323,0.6931471805599453,1.210769346764631
2011-01-04 03:00:00,,,1.5,0,,,,,,,,,1.0,1.3746564327476174,0.9162907318741551,0.8648527671266125
2011-01-04 04:00:00,9.09,0.0,2.0,0,0.0,63.0,2.0,1.0,5.74,1.0,6.0032,1.0,1.0,1.506966905560937,1.0986122886681098,0.9190736182756769
2011-01-04 05:00:00,7.575,0.0,4.0,0,0.0,68.0,4.0,1.0,4.92,1.0,7.0015,1.0,1.0,6.514844963085665,1.6094379124341003,2.0168803926642074
2011-01-04 06:00:00,7.575,0.0,36.0,0,0.0,74.0,36.0,1.0,4.92,1.0,7.0015,1.0,1.0,27.85335028165515,3.6109179126442243,3.362226113825516
2011-01-04 07:00:00,7.575,2.0,94.0,0,0.0,74.0,92.0,1.0,4.92,1.0,8.9981,1.0,1.0,78.90095647161056,4.553876891600541,4.3807878235592845
2011-01-04 08:00:00,7.575,2.0,179.0,0,0.0,69.0,177.0,1.0,5.74,1.0,11.0014,1.0,1.0,135.66829544250064,5.19295685089021,4.917556788831182
2011-01-04 09:00:00,7.575,2.0,100.0,0,0.0,64.0,98.0,1.0,6.56,1.0,15.0013,1.0,1.0,70.07105135648486,4.61512051684126,4.263680099982302
2011-01-04 10:00:00,6.82,5.0,42.0,0,0.0,69.0,37.0,1.0,6.56,2.0,22.0028,1.0,1.0,37.27436129238289,3.7612001156935624,3.6447802540729093
2011-01-04 11:00:00,10.605,7.0,57.0,0,0.0,51.0,50.0,1.0,9.02,1.0,19.9995,1.0,1.0,43.15857214460924,4.060443010546419,3.787787067764239
2011-01-04 12:00:00,11.365,12.0,78.0,0,0.0,51.0,66.0,1.0,9.02,1.0,11.0014,1.0,1.0,55.37123551555975,4.3694478524670215,4.03195901981603
2011-01-04 13:00:00,11.365,18.0,97.0,0,0.0,56.0,79.0,1.0,9.84,1.0,12.998,1.0,1.0,55.027455783328385,4.584967478670572,4.025841852431425
2011-01-04 14:00:00,12.88,9.0,63.0,0,0.0,52.0,54.0,1.0,10.66,1.0,15.0013,1.0,1.0,50.2603178502576,4.1588830833596715,3.9369169216630446
2011-01-04 15:00:00,13.635,17.0,65.0,0,0.0,52.0,48.0,1.0,11.48,1.0,16.9979,1.0,1.0,54.82039350989081,4.189654742026425,4.022139277705162
2011-01-04 16:00:00,14.395,15.0,83.0,0,0.0,49.0,68.0,1.0,12.3,1.0,16.9979,1.0,1.0,80.19741088401597,4.430816798843313,4.396883360994446
2011-01-04 17:00:00,13.635,10.0,212.0,0,0.0,48.0,202.0,1.0,11.48,1.0,15.0013,1.0,1.0,146.81012074029172,5.3612921657094255,4.9959284820851035
2011-01-04 18:00:00,12.88,3.0,182.0,0,0.0,48.0,179.0,1.0,10.66,1.0,12.998,1.0,1.0,136.23622883237766,5.209486152841421,4.92170373897949
2011-01-04 19:00:00,12.88,2.0,112.0,0,0.0,48.0,110.0,1.0,9.84,1.0,7.0015,1.0,1.0,95.2669004784933,4.727387818712341,4.567124547140825
2011-01-04 20:00:00,12.88,1.0,54.0,0,0.0,48.0,53.0,1.0,9.84,1.0,7.0015,1.0,1.0,67.67849233866693,4.007333185232471,4.2294360838178395
2011-01-04 21:00:00,13.635,0.0,48.0,0,0.0,64.0,48.0,1.0,9.02,1.0,0.0,1.0,1.0,50.4216030916206,3.8918202981106265,3.9400583777737954
2011-01-04 22:00:00,12.88,1.0,35.0,0,0.0,64.0,34.0,1.0,9.02,1.0,6.0032,1.0,1.0,37.66127853201657,3.58351893845611,3.654838544418461
2011-01-04 23:00:00,11.365,2.0,11.0,0,0.0,69.0,9.0,1.0,8.2,1.0,6.0032,1.0,1.0,24.031970975457547,2.4849066497880004,3.2201538468683677
2011-01-05 00:00:00,12.88,0.0,6.0,0,0.0,64.0,6.0,1.0,8.2,1.0,0.0,1.0,1.0,9.945729700331624,1.9459101490553132,2.392949398494994
2011-01-05 01:00:00,9.85,0.0,6.0,0,0.0,74.0,6.0,1.0,6.56,1.0,6.0032,1.0,1.0,4.364724800182082,1.9459101490553132,1.6798450793675823
2011-01-05 02:00:00,9.85,0.0,2.0,0,0.0,74.0,2.0,1.0,6.56,1.0,6.0032,1.0,1.0,2.360367709668955,1.0986122886681098,1.212050405388752
2011-01-05 03:00:00,,,2.0,0,,,,,,,,,1.0,1.377166494707897,1.0986122886681098,0.8659092299755273
2011-01-05 04:00:00,11.365,0.0,2.0,0,0.0,48.0,2.0,1.0,9.84,1.0,15.0013,1.0,1.0,1.509718560603563,1.0986122886681098,0.920170619607386
2011-01-05 05:00:00,11.365,0.0,3.0,0,0.0,47.0,3.0,1.0,9.02,1.0,11.0014,1.0,1.0,6.526740782382326,1.3862943611198906,2.0184621170884927
2011-01-05 06:00:00,9.85,0.0,33.0,0,0.0,47.0,33.0,1.0,8.2,1.0,15.0013,1.0,1.0,27.904209269648664,3.5263605246161616,3.3639872339813444
2011-01-05 07:00:00,9.09,1.0,88.0,0,0.0,43.0,87.0,1.0,7.38,1.0,12.998,1.0,1.0,79.04502613494688,4.48863636973214,4.382589303033183
2011-01-05 08:00:00,9.09,3.0,195.0,0,0.0,40.0,192.0,1.0,8.2,1.0,19.9995,1.0,1.0,135.91601976073304,5.278114659230517,4.91936774342301
2011-01-05 09:00:00,9.85,6.0,115.0,0,0.0,37.0,109.0,1.0,9.02,1.0,22.0028,1.0,1.0,70.1989980028881,4.7535901911063645,4.26547874532576
2011-01-05 10:00:00,9.85,4.0,57.0,0,0.0,37.0,53.0,1.0,9.02,1.0,22.0028,1.0,1.0,37.342422630579755,4.060443010546419,3.6465569236905893
2011-01-05 11:00:00,11.365,12.0,46.0,0,0.0,33.0,34.0,1.0,10.66,1.0,22.0028,1.0,1.0,43.23737779205646,3.8501476017100584,3.789570083125951
2011-01-05 12:00:00,11.365,5.0,79.0,0,0.0,33.0,74.0,1.0,10.66,1.0,22.0028,1.0,1.0,55.47234094717911,4.382026634673881,4.033750977530306
2011-01-05 13:00:00,12.88,6.0,71.0,0,0.0,30.0,65.0,1.0,11.48,1.0,19.9995,1.0,1.0,55.12793348833328,4.276666119016055,4.027633611749252
2011-01-05 14:00:00,14.395,10.0,62.0,0,0.0,28.0,52.0,1.0,12.3,1.0,12.998,1.0,1.0,50.35209097184794,4.143134726391533,3.9387056555425697
2011-01-05 15:00:00,14.395,7.0,62.0,0,0.0,28.0,55.0,1.0,12.3,1.0,12.998,1.0,1.0,54.92049312832543,4.143134726391533,4.023930916347427
2011-01-05 16:00:00,15.91,4.0,89.0,0,0.0,28.0,85.0,1.0,12.3,1.0,6.0032,1.0,1.0,80.34384781587575,4.499809670330265,4.398685204694317
2011-01-05 17:00:00,11.365,4.0,190.0,0,0.0,38.0,186.0,1.0,9.84,1.0,12.998,1.0,1.0,147.07818953964815,5.25227342804663,4.99774044195906
2011-01-05 18:00:00,12.12,3.0,169.0,0,0.0,38.0,166.0,1.0,9.84,1.0,8.9981,1.0,1.0,136.48499017190784,5.135798437050262,4.923514748761854
2011-01-05 19:00:00,12.88,5.0,132.0,0,0.0,38.0,127.0,1.0,9.84,1.0,7.0015,1.0,1.0,95.44085363309124,4.890349128221754,4.568929904716053
2011-01-05 20:00:00,11.365,7.0,89.0,0,0.0,47.0,82.0,1.0,9.02,1.0,11.0014,1.0,1.0,67.80207027792612,4.499809670330265,4.231233835735492
2011-01-05 21:00:00,9.85,3.0,43.0,0,0.0,51.0,40.0,1.0,8.2,1.0,12.998,1.0,1.0,50.513670712941526,3.784189633918261,3.941847223180606
2011-01-05 22:00:00,9.85,1.0,42.0,0,0.0,55.0,41.0,1.0,7.38,1.0,8.9981,1.0,1.0,37.730046364012054,3.7612001156935624,3.6566156906344403
2011-01-05 23:00:00,12.88,1.0,19.0,0,0.0,47.0,18.0,1.0,8.2,1.0,0.0,1.0,1.0,24.075852293537487,2.995732273553991,3.221905323042543
2011-01-06 00:00:00,12.12,0.0,11.0,0,0.0,55.0,11.0,1.0,7.38,1.0,0.0,1.0,1.0,9.965798889010816,2.4849066497880004,2.394781237310751
2011-01-06 01:00:00,11.365,0.0,4.0,0,0.0,64.0,4.0,1.0,6.56,1.0,0.0,1.0,1.0,4.373532247014736,1.6094379124341003,1.6814854664003973
2011-01-06 02:00:00,11.365,0.0,2.0,0,0.0,64.0,2.0,1.0,6.56,1.0,0.0,1.0,1.0,2.3651306246430104,1.0986122886681098,1.2134667809593187
2011-01-06 03:00:00,,,1.5,0,,,,,,,,,1.0,1.3799454375363989,0.9162907318741551,0.8670775620157178
2011-01-06 04:00:00,9.85,0.0,1.0,0,0.0,64.0,1.0,1.0,6.56,2.0,6.0032,1.0,1.0,1.5127649762571296,0.6931471805599453,0.9213837310112605
2011-01-06 05:00:00,9.09,0.0,4.0,0,0.0,69.0,4.0,1.0,5.74,2.0,6.0032,1.0,1.0,6.539910896206901,1.6094379124341003,2.020210364470847
2011-01-06 06:00:00,8.335,0.0,36.0,0,0.0,63.0,36.0,1.0,5.74,2.0,7.0015,1.0,1.0,27.960516333851064,3.6109179126442243,3.3659333965661418
2011-01-06 07:00:00,11.365,0.0,95.0,0,0.0,59.0,95.0,1.0,6.56,2.0,0.0,1.0,1.0,79.2045287145918,4.564348191467836,4.384579981041215
2011-01-06 08:00:00,11.365,3.0,219.0,0,0.0,59.0,216.0,1.0,6.56,1.0,0.0,1.0,1.0,136.19028060707515,5.393627546352362,4.921368871726135
2011-01-06 09:00:00,12.12,6.0,122.0,0,0.0,51.0,116.0,1.0,7.38,2.0,0.0,1.0,1.0,70.34065044855664,4.812184355372417,4.26746629747478
2011-01-06 10:00:00,12.88,3.0,45.0,0,0.0,47.0,42.0,1.0,8.2,1.0,0.0,1.0,1.0,37.41777478151205,3.828641396489095,3.6485202374307075
2011-01-06 11:00:00,12.88,2.0,59.0,0,0.0,44.0,57.0,1.0,9.02,1.0,6.0032,1.0,1.0,43.324625195620364,4.0943445622221,3.7915403961009533
2011-01-06 12:00:00,14.395,6.0,84.0,0,0.0,35.0,78.0,1.0,10.66,1.0,0.0,1.0,1.0,55.584276914723894,4.442651256490317,4.035731153591428
2011-01-06 13:00:00,13.635,12.0,67.0,0,0.0,35.0,55.0,1.0,10.66,1.0,7.0015,1.0,1.0,55.23917448643063,4.219507705176107,4.029613568988397
2011-01-06 14:00:00,13.635,11.0,70.0,0,0.0,36.0,59.0,1.0,11.48,1.0,11.0014,1.0,1.0,50.453694941044105,4.2626798770413155,3.940682275853863
2011-01-06 15:00:00,13.635,8.0,62.0,0,0.0,36.0,54.0,1.0,11.48,1.0,0.0,1.0,1.0,55.03131553876254,4.143134726391533,4.025910740487043
2011-01-06 16:00:00,12.88,12.0,86.0,0,0.0,38.0,74.0,1.0,10.66,1.0,11.0014,1.0,1.0,80.50597124870697,4.465908118654584,4.400676284418232
2011-01-06 17:00:00,11.365,9.0,172.0,0,0.0,51.0,163.0,1.0,9.02,1.0,11.0014,1.0,1.0,147.3749741924994,5.153291594497779,4.999742678995525
2011-01-06 18:00:00,11.365,5.0,163.0,0,0.0,51.0,158.0,1.0,9.02,1.0,8.9981,1.0,1.0,136.76039912652143,5.099866427824199,4.925515937935106
2011-01-06 19:00:00,12.88,3.0,112.0,0,0.0,55.0,109.0,1.0,9.02,1.0,6.0032,1.0,1.0,95.63344085966767,4.727387818712341,4.570924859983969
2011-01-06 20:00:00,10.605,3.0,69.0,0,0.0,51.0,66.0,1.0,8.2,1.0,11.0014,1.0,1.0,67.9388860352659,4.248495242049359,4.233220402490892
2011-01-06 21:00:00,10.605,0.0,48.0,0,0.0,55.0,48.0,1.0,9.02,2.0,15.0013,1.0,1.0,50.61560072903505,3.8918202981106265,3.9438239665020585
2011-01-06 22:00:00,10.605,1.0,52.0,0,0.0,51.0,51.0,1.0,9.02,2.0,19.0012,1.0,1.0,37.80618068921183,3.970291913552122,3.658579530056656
2011-01-06 23:00:00,9.85,4.0,23.0,0,0.0,59.0,19.0,1.0,8.2,2.0,12.998,1.0,1.0,24.12443423139925,3.1780538303479458,3.2238408479724385
2011-01-07 00:00:00,9.85,4.0,17.0,0,0.0,64.0,13.0,1.0,8.2,2.0,12.998,1.0,1.0,9.987803599909183,2.8903717578961645,2.3967858940206073
2011-01-07 01:00:00,9.85,2.0,7.0,0,0.0,69.0,5.0,1.0,8.2,2.0,15.0013,1.0,1.0,4.383189105814722,2.0794415416798357,1.6832809691521322
2011-01-07 02:00:00,9.85,0.0,1.0,0,0.0,69.0,1.0,1.0,8.2,2.0,15.0013,1.0,1.0,2.370352886923411,0.6931471805599453,1.2150174531027158
2011-01-07 03:00:00,,,1.0,0,,,,,,,,,1.0,1.382992388488017,0.6931471805599453,0.8683570040233869
2011-01-07 04:00:00,10.605,0.0,1.0,0,0.0,69.0,1.0,1.0,8.2,2.0,8.9981,1.0,1.0,1.5161051957749465,0.6931471805599453,0.9227121486855121
2011-01-07 05:00:00,13.635,0.0,5.0,0,0.0,55.0,5.0,1.0,9.02,3.0,0.0,1.0,1.0,6.554351168399308,1.791759469228055,2.022123710951246
2011-01-07 06:00:00,12.88,8.0,34.0,0,0.0,69.0,26.0,1.0,8.2,2.0,0.0,1.0,1.0,28.022253790661864,3.5553480614894135,3.368062907798837
2011-01-07 07:00:00,10.605,8.0,84.0,0,0.0,69.0,76.0,1.0,8.2,1.0,8.9981,1.0,1.0,79.37941411772067,4.442651256490317,4.386758100088303
2011-01-07 08:00:00,9.85,20.0,210.0,0,0.0,51.0,190.0,1.0,8.2,1.0,16.9979,1.0,1.0,136.49099184812084,5.351858133476067,4.923558401128653
2011-01-07 09:00:00,9.09,9.0,134.0,0,0.0,47.0,125.0,1.0,8.2,1.0,19.9995,1.0,1.0,70.49596420661675,4.90527477843843,4.2696410034442
2011-01-07 10:00:00,9.85,16.0,63.0,0,0.0,37.0,47.0,1.0,9.02,1.0,22.0028,1.0,1.0,37.500394080345714,4.1588830833596715,3.650668477094488
2011-01-07 11:00:00,9.85,19.0,67.0,0,0.0,40.0,48.0,1.0,8.2,2.0,15.0013,1.0,1.0,43.42028695468525,4.219507705176107,3.793696278478852
2011-01-07 12:00:00,9.85,9.0,59.0,0,0.0,37.0,50.0,1.0,8.2,2.0,16.9979,1.0,1.0,55.707008263973975,4.0943445622221,4.037897805634765
2011-01-07 13:00:00,9.09,9.0,73.0,0,0.0,37.0,64.0,1.0,8.2,2.0,19.0012,1.0,1.0,55.36114384166,4.30406509320417,4.031779982098842
